Nr. SISF,Rangstufe,Taxonname,Gattung,Spezies,Familie,Indigenat CH,Grenzgebiet,Ist Teil von: Taxonname,Ist Teil von: Nr. SISF
125600,subsp,Crepis vesicaria L. subsp. vesicaria,Crepis,vesicaria,Asteraceae,N,,Crepis vesicaria L.,125550
125700,subsp,Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell.,Crepis,vesicaria,Asteraceae,I,,Crepis vesicaria L.,125550
125800,sp,Crocus albiflorus Kit.,Crocus,albiflorus,Iridaceae,I,,,
125900,sp,Crocus biflorus Mill.,Crocus,biflorus,Iridaceae,,x,,
125930,sp,Crocus chrysanthus (Herb.) Herb.,Crocus,chrysanthus,Iridaceae,N,,,
125950,sp,Crocus flavus Weston,Crocus,flavus,Iridaceae,N,,,
126000,sp,Crocus sativus L.,Crocus,sativus,Iridaceae,N,,,
126050,sp,Crocus tommasinianus Herb.,Crocus,tommasinianus,Iridaceae,N,,,
126100,sp,Crucianella angustifolia L.,Crucianella,angustifolia,Rubiaceae,,x,,
126200,sp,Cruciata glabra (L.) Ehrend.,Cruciata,glabra,Rubiaceae,I,,,
126300,sp,Cruciata laevipes Opiz,Cruciata,laevipes,Rubiaceae,I,,,
126400,sp,Cruciata pedemontana (Bellardi) Ehrend.,Cruciata,pedemontana,Rubiaceae,I,,,
126500,sp,Crupina vulgaris Cass.,Crupina,vulgaris,Asteraceae,I,,,
126600,sp,Cryptogramma crispa (L.) Hook.,Cryptogramma,crispa,Pteridaceae,I,,,
126700,sp,Cucubalus baccifer L.,Cucubalus,baccifer,Caryophyllaceae,I,,,
126800,sp,Cucumis melo L.,Cucumis,melo,Cucurbitaceae,NC,,,
126900,sp,Cucumis sativus L.,Cucumis,sativus,Cucurbitaceae,N,,,
127000,sp,Cucurbita maxima Duchesne,Cucurbita,maxima,Cucurbitaceae,N,,,
127100,sp,Cucurbita pepo L.,Cucurbita,pepo,Cucurbitaceae,N,,,
127200,sp,Cupressus sempervirens L.,Cupressus,sempervirens,Cupressaceae,NC,,,
127500,sp,Cuscuta campestris Yunck.,Cuscuta,campestris,Convolvulaceae,N,,,
127700,sp,Cuscuta epilinum Weihe,Cuscuta,epilinum,Convolvulaceae,A,,,
127800,sp,Cuscuta epithymum (L.) L.,Cuscuta,epithymum,Convolvulaceae,I,,,
127830,subsp,Cuscuta epithymum (L.) L. subsp. epithymum,Cuscuta,epithymum,Convolvulaceae,I,,Cuscuta epithymum (L.) L.,127800
127860,subsp,Cuscuta epithymum subsp. kotschyi (Des Moul.) Arcang.,Cuscuta,epithymum,Convolvulaceae,I,,Cuscuta epithymum (L.) L.,127800
127900,sp,Cuscuta europaea L.,Cuscuta,europaea,Convolvulaceae,I,,,
127930,sp,Cuscuta scandens Brot.,Cuscuta,scandens,Convolvulaceae,N,,,
127950,sp,Cyclamen coum Mill.,Cyclamen,coum,Primulaceae,N,,,
128100,sp,Cyclamen hederifolium Aiton,Cyclamen,hederifolium,Primulaceae,I,,,
128400,sp,Cyclamen purpurascens Mill.,Cyclamen,purpurascens,Primulaceae,I,,,
128500,sp,Cydonia oblonga Mill.,Cydonia,oblonga,Rosaceae,NC,,,
128550,sp,Cylindropuntia imbricata (Haw.) F. M. Knuth,Cylindropuntia,imbricata,Cactaceae,N,,,
128600,sp,Cymbalaria muralis G. Gaertn. & al.,Cymbalaria,muralis,Plantaginaceae,I,,,
128695,sp,Cynara cardunculus L.,Cynara,cardunculus,Asteraceae,AC,,,
128700,subsp,Cynara cardunculus L. subsp. cardunculus,Cynara,cardunculus,Asteraceae,AC,,Cynara cardunculus L.,128695
128800,subsp,Cynara cardunculus subsp. scolymus (L.) Beger,Cynara,cardunculus,Asteraceae,AC,,Cynara cardunculus L.,128695
129000,sp,Cynodon dactylon (L.) Pers.,Cynodon,dactylon,Poaceae,I,,,
129050,sp,Cynoglossum cheirifolium L.,Cynoglossum,cheirifolium,Boraginaceae,,x,,
129100,sp,Cynoglossum creticum Mill.,Cynoglossum,creticum,Boraginaceae,,x,,
129200,sp,Cynoglossum germanicum Jacq.,Cynoglossum,germanicum,Boraginaceae,I,,,
129300,sp,Cynoglossum officinale L.,Cynoglossum,officinale,Boraginaceae,I,,,
129400,sp,Cynosurus cristatus L.,Cynosurus,cristatus,Poaceae,I,,,
129500,sp,Cynosurus echinatus L.,Cynosurus,echinatus,Poaceae,A,,,
129600,sp,Cyperus difformis L.,Cyperus,difformis,Cyperaceae,N,,,
129650,sp,Cyperus eragrostis Lam.,Cyperus,eragrostis,Cyperaceae,N,,,
129660,sp,Cyperus esculentus L.,Cyperus,esculentus,Cyperaceae,N,,,
129700,sp,Cyperus flavescens L.,Cyperus,flavescens,Cyperaceae,I,,,
129800,sp,Cyperus fuscus L.,Cyperus,fuscus,Cyperaceae,I,,,
129900,sp,Cyperus glomeratus L.,Cyperus,glomeratus,Cyperaceae,I,,,
130000,sp,Cyperus longus L.,Cyperus,longus,Cyperaceae,I,,,
130050,sp,Cyperus lupulinus (Spreng.) Marcks,Cyperus,lupulinus,Cyperaceae,N,,,
130100,sp,Cyperus michelianus (L.) Delile,Cyperus,michelianus,Cyperaceae,I,,,
130150,sp,Cyperus microiria Steud.,Cyperus,microiria,Cyperaceae,N,,,
130200,sp,Cyperus rotundus L.,Cyperus,rotundus,Cyperaceae,I,,,
130300,sp,Cyperus serotinus Rottb.,Cyperus,serotinus,Cyperaceae,I,,,
130400,sp,Cypripedium calceolus L.,Cypripedium,calceolus,Orchidaceae,I,,,
130430,sp,Cyrtomium falcatum (L. f.) C. Presl,Cyrtomium,falcatum,Dryopteridaceae,NC,,,
130460,sp,Cyrtomium fortunei J. Sm.,Cyrtomium,fortunei,Dryopteridaceae,N,,,
130500,sp,Cystopteris alpina (Lam.) Desv.,Cystopteris,alpina,Cystopteridaceae,I,,,
130600,sp,Cystopteris dickieana R. Sim,Cystopteris,dickieana,Cystopteridaceae,I,,Cystopteris fragilis aggr.,130750
130700,sp,Cystopteris fragilis (L.) Bernh.,Cystopteris,fragilis,Cystopteridaceae,I,,Cystopteris fragilis aggr.,130750
130750,aggr,Cystopteris fragilis aggr.,Cystopteris,fragilis,Cystopteridaceae,I,,,
130800,sp,Cystopteris montana (Lam.) Desv.,Cystopteris,montana,Cystopteridaceae,I,,,
130950,sp,Cytinus hypocistis (L.) L.,Cytinus,hypocistis,Cytinaceae,,x,,
131000,sp,Cytisophyllum sessilifolium (L.) O. Lang,Cytisophyllum,sessilifolium,Fabaceae,N,,,
131100,sp,Cytisus decumbens (Durande) Spach,Cytisus,decumbens,Fabaceae,I,,,
131200,sp,Cytisus emeriflorus Rchb.,Cytisus,emeriflorus,Fabaceae,I,,,
131300,sp,Cytisus nigricans L.,Cytisus,nigricans,Fabaceae,I,,,
131400,sp,Cytisus pseudoprocumbens Markgr.,Cytisus,pseudoprocumbens,Fabaceae,,x,,
131500,sp,Cytisus scoparius (L.) Link,Cytisus,scoparius,Fabaceae,I,,,
131800,sp,Dactylis glomerata L.,Dactylis,glomerata,Poaceae,I,,,
131850,subsp,Dactylis glomerata L. subsp. glomerata,Dactylis,glomerata,Poaceae,I,,Dactylis glomerata L.,131800
131950,subsp,Dactylis glomerata subsp. hispanica (Roth) Nyman,Dactylis,glomerata,Poaceae,,x,Dactylis glomerata L.,131800
131980,subsp,Dactylis glomerata subsp. reichenbachii (Dalla Torre & Sarnth.) Stebbins & D. Zohary,Dactylis,glomerata,Poaceae,,x,Dactylis glomerata L.,131800
132000,sp,Dactylis polygama Horv.,Dactylis,polygama,Poaceae,I,,,
132100,sp,Dactylorhiza cruenta (O. F. Müll.) Soó,Dactylorhiza,cruenta,Orchidaceae,I,,,
132300,sp,Dactylorhiza incarnata (L.) Soó,Dactylorhiza,incarnata,Orchidaceae,I,,,
132350,subsp,Dactylorhiza incarnata (L.) Soó subsp. incarnata,Dactylorhiza,incarnata,Orchidaceae,I,,Dactylorhiza incarnata (L.) Soó,132300
132360,subsp,Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.,Dactylorhiza,incarnata,Orchidaceae,I,,Dactylorhiza incarnata (L.) Soó,132300
132500,sp,Dactylorhiza lapponica (Hartm.) Soó,Dactylorhiza,lapponica,Orchidaceae,I,,,
132600,sp,Dactylorhiza maculata (L.) Soó,Dactylorhiza,maculata,Orchidaceae,I,,,
132620,subsp,Dactylorhiza maculata (L.) Soó subsp. maculata,Dactylorhiza,maculata,Orchidaceae,I,,Dactylorhiza maculata (L.) Soó,132600
132630,subsp,Dactylorhiza maculata subsp. fuchsii (Druce) Hyl.,Dactylorhiza,maculata,Orchidaceae,I,,Dactylorhiza maculata (L.) Soó,132600
132640,subsp,Dactylorhiza maculata subsp. savogiensis (D. Tyteca & Gathoye) Kreutz,Dactylorhiza,maculata,Orchidaceae,I,,Dactylorhiza maculata (L.) Soó,132600
132700,sp,Dactylorhiza majalis (Rchb.) P. F. Hunt & Summerh.,Dactylorhiza,majalis,Orchidaceae,I,,,
132800,sp,Dactylorhiza sambucina (L.) Soó,Dactylorhiza,sambucina,Orchidaceae,I,,,
132900,sp,Dactylorhiza traunsteineri (Rchb.) Soó,Dactylorhiza,traunsteineri,Orchidaceae,I,,,
133000,sp,Danthonia alpina Vest,Danthonia,alpina,Poaceae,I,,,
133100,sp,Danthonia decumbens (L.) DC.,Danthonia,decumbens,Poaceae,I,,,
133300,sp,Daphne alpina L.,Daphne,alpina,Thymelaeaceae,I,,,
133400,sp,Daphne cneorum L.,Daphne,cneorum,Thymelaeaceae,I,,,
133500,sp,Daphne laureola L.,Daphne,laureola,Thymelaeaceae,I,,,
133600,sp,Daphne mezereum L.,Daphne,mezereum,Thymelaeaceae,I,,,
133700,sp,Daphne striata Tratt.,Daphne,striata,Thymelaeaceae,I,,,
133750,sp,Datura innoxia Mill.,Datura,innoxia,Solanaceae,NC,,,
133800,sp,Datura stramonium L.,Datura,stramonium,Solanaceae,N,,,
133900,sp,Daucus carota L.,Daucus,carota,Apiaceae,A,,,
133950,sp,Delosperma cooperi (Hook.) L. Bolus,Delosperma,cooperi,Aizoaceae,N,,,
134200,sp,Delphinium dubium (Rouy & Foucaud) Pawł.,Delphinium,dubium,Ranunculaceae,,x,,
134300,sp,Delphinium elatum L.,Delphinium,elatum,Ranunculaceae,I,,,
134800,sp,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia,cespitosa,Poaceae,I,,,
134990,sp,Deschampsia littoralis (Gaudin) Reut.,Deschampsia,littoralis,Poaceae,I,,,
135050,sp,Deschampsia media (Gouan) Roem. & Schult.,Deschampsia,media,Poaceae,,x,,
135100,sp,Deschampsia rhenana Gremli,Deschampsia,rhenana,Poaceae,I,,,
135200,sp,Descurainia sophia (L.) Prantl,Descurainia,sophia,Brassicaceae,I,,,
135230,sp,Deutzia crenata Siebold & Zucc.,Deutzia,crenata,Hydrangeaceae,N,,,
135250,sp,Deutzia scabra Thunb.,Deutzia,scabra,Hydrangeaceae,N,,,
135300,sp,Dianthus armeria L.,Dianthus,armeria,Caryophyllaceae,I,,,
135400,sp,Dianthus barbatus L.,Dianthus,barbatus,Caryophyllaceae,N,,,
135450,subsp (single),Dianthus barbatus L. subsp. barbatus,Dianthus,barbatus,Caryophyllaceae,N,,Dianthus barbatus L.,135400
135500,sp,Dianthus carthusianorum L.,Dianthus,carthusianorum,Caryophyllaceae,I,,,
135600,subsp,Dianthus carthusianorum L. subsp. carthusianorum,Dianthus,carthusianorum,Caryophyllaceae,I,,Dianthus carthusianorum L.,135500
135650,subsp,Dianthus carthusianorum subsp. atrorubens (All.) Pers.,Dianthus,carthusianorum,Caryophyllaceae,,x,Dianthus carthusianorum L.,135500
135700,subsp,Dianthus carthusianorum subsp. vaginatus (Chaix) Schinz & R. Keller,Dianthus,carthusianorum,Caryophyllaceae,I,,Dianthus carthusianorum L.,135500
135800,sp,Dianthus caryophyllus L.,Dianthus,caryophyllus,Caryophyllaceae,N,,,
135900,sp,Dianthus deltoides L.,Dianthus,deltoides,Caryophyllaceae,I,,,
135920,sp,Dianthus furcatus Balb.,Dianthus,furcatus,Caryophyllaceae,,x,,
135930,subsp (single),Dianthus furcatus subsp. lereschii (Burnat) Pignatti,Dianthus,furcatus,Caryophyllaceae,,x,Dianthus furcatus Balb.,135920
135950,sp,Dianthus giganteus d'Urv.,Dianthus,giganteus,Caryophyllaceae,N,,,
136000,sp,Dianthus glacialis Haenke,Dianthus,glacialis,Caryophyllaceae,I,,,
136100,sp,Dianthus gratianopolitanus Vill.,Dianthus,gratianopolitanus,Caryophyllaceae,I,,,
136200,sp,Dianthus hyssopifolius L.,Dianthus,hyssopifolius,Caryophyllaceae,I,,,
136500,sp,Dianthus pavonius Tausch,Dianthus,pavonius,Caryophyllaceae,,x,,
136600,sp,Dianthus plumarius L.,Dianthus,plumarius,Caryophyllaceae,NC,,,
136700,sp,Dianthus seguieri Vill.,Dianthus,seguieri,Caryophyllaceae,I,,,
136730,subsp,Dianthus seguieri Vill. subsp. seguieri,Dianthus,seguieri,Caryophyllaceae,I,,Dianthus seguieri Vill.,136700
136760,subsp,Dianthus seguieri subsp. glaber Čelak.,Dianthus,seguieri,Caryophyllaceae,,x,Dianthus seguieri Vill.,136700
136800,sp,Dianthus superbus L.,Dianthus,superbus,Caryophyllaceae,I,,,
136830,subsp,Dianthus superbus L. subsp. superbus,Dianthus,superbus,Caryophyllaceae,I,,Dianthus superbus L.,136800
136860,subsp,Dianthus superbus subsp. alpestris Čelak.,Dianthus,superbus,Caryophyllaceae,I,,Dianthus superbus L.,136800
136900,sp,Dianthus sylvestris Wulfen,Dianthus,sylvestris,Caryophyllaceae,I,,,
136920,subsp (single),Dianthus sylvestris Wulfen subsp. sylvestris,Dianthus,sylvestris,Caryophyllaceae,I,,Dianthus sylvestris Wulfen,136900
136940,sp,Dichanthelium acuminatum (Sw.) Gould & C. A. Clark,Dichanthelium,acuminatum,Poaceae,N,,,
136950,sp,Dichondra micrantha Urb.,Dichondra,micrantha,Convolvulaceae,N,,,
137000,sp,Dictamnus albus L.,Dictamnus,albus,Rutaceae,I,,,
137100,sp,Digitalis grandiflora Mill.,Digitalis,grandiflora,Plantaginaceae,I,,,
137300,sp,Digitalis lutea L.,Digitalis,lutea,Plantaginaceae,I,,,
137400,sp,Digitalis purpurea L.,Digitalis,purpurea,Plantaginaceae,N,,,
137450,sp,Digitaria ciliaris (Retz.) Koeler,Digitaria,ciliaris,Poaceae,N,,Digitaria sanguinalis aggr.,137600
137490,sp,Digitaria ischaemum (Schreb.) Muhl.,Digitaria,ischaemum,Poaceae,A,,Digitaria ischaemum aggr.,137500
137500,aggr,Digitaria ischaemum aggr.,Digitaria,ischaemum,Poaceae,A/N,,,
137550,sp,Digitaria sanguinalis (L.) Scop.,Digitaria,sanguinalis,Poaceae,A,,Digitaria sanguinalis aggr.,137600
137600,aggr,Digitaria sanguinalis aggr.,Digitaria,sanguinalis,Poaceae,A/N,,,
137650,sp,Digitaria violascens Link,Digitaria,violascens,Poaceae,N,,Digitaria ischaemum aggr.,137500
137700,sp,Diospyros lotus L.,Diospyros,lotus,Ebenaceae,N,,,
137800,sp,Diphasiastrum alpinum (L.) Holub,Diphasiastrum,alpinum,Lycopodiaceae,I,,,
137900,sp,Diphasiastrum complanatum (L.) Holub,Diphasiastrum,complanatum,Lycopodiaceae,I,,,
138000,sp,Diphasiastrum tristachyum (Pursh) Holub,Diphasiastrum,tristachyum,Lycopodiaceae,I,,,
138100,hybrid,Diphasiastrum ×issleri (Rouy) Holub,Diphasiastrum,×issleri,Lycopodiaceae,I,,,
138200,hybrid,Diphasiastrum ×zeilleri (Rouy) Holub,Diphasiastrum,×zeilleri,Lycopodiaceae,I,,,
138800,sp,Diplotaxis erucoides (L.) DC.,Diplotaxis,erucoides,Brassicaceae,N,,,
138900,sp,Diplotaxis muralis (L.) DC.,Diplotaxis,muralis,Brassicaceae,A,,,
139000,sp,Diplotaxis tenuifolia (L.) DC.,Diplotaxis,tenuifolia,Brassicaceae,A,,,
139200,sp,Dipsacus fullonum L.,Dipsacus,fullonum,Caprifoliaceae,I,,,
139300,sp,Dipsacus laciniatus L.,Dipsacus,laciniatus,Caprifoliaceae,A,,,
139400,sp,Dipsacus pilosus L.,Dipsacus,pilosus,Caprifoliaceae,I,,,
139450,sp,Dipsacus strigosus Roem. & Schult.,Dipsacus,strigosus,Caprifoliaceae,N,,,
139530,sp,Dittrichia graveolens (L.) Greuter,Dittrichia,graveolens,Asteraceae,N,,,
139560,sp,Dittrichia viscosa (L.) Greuter,Dittrichia,viscosa,Asteraceae,N,,,
139600,sp,Doronicum austriacum Jacq.,Doronicum,austriacum,Asteraceae,,x,,
139700,sp,Doronicum clusii (All.) Tausch,Doronicum,clusii,Asteraceae,I,,,
139750,subsp (single),Doronicum clusii (All.) Tausch subsp. clusii,Doronicum,clusii,Asteraceae,I,,Doronicum clusii (All.) Tausch,139700
139800,sp,Doronicum columnae Ten.,Doronicum,columnae,Asteraceae,N,,,
139900,sp,Doronicum glaciale (Wulfen) Nyman,Doronicum,glaciale,Asteraceae,,x,,
139950,subsp (single),Doronicum glaciale (Wulfen) Nyman subsp. glaciale,Doronicum,glaciale,Asteraceae,,x,Doronicum glaciale (Wulfen) Nyman,139900
140000,sp,Doronicum grandiflorum Lam.,Doronicum,grandiflorum,Asteraceae,I,,,
140050,sp,Doronicum orientale Hoffm.,Doronicum,orientale,Asteraceae,N,,Doronicum plantagineum aggr.,140160
140100,sp,Doronicum pardalianches L.,Doronicum,pardalianches,Asteraceae,I,,,
140150,sp,Doronicum plantagineum L.,Doronicum,plantagineum,Asteraceae,N,,Doronicum plantagineum aggr.,140160
140160,aggr,Doronicum plantagineum aggr.,Doronicum,plantagineum,Asteraceae,N,,,
140180,hybrid,Doronicum ×excelsum (N. E. Br.) Stace,Doronicum,×excelsum,Asteraceae,N,,Doronicum plantagineum aggr.,140160
140200,sp,Dorycnium germanicum (Gremli) Rikli,Dorycnium,germanicum,Fabaceae,I,,,
140300,sp,Dorycnium herbaceum Vill.,Dorycnium,herbaceum,Fabaceae,I,,,
140500,sp,Draba aizoides L.,Draba,aizoides,Brassicaceae,I,,,
140550,subsp (single),Draba aizoides L. subsp. aizoides,Draba,aizoides,Brassicaceae,I,,Draba aizoides L.,140500
140700,sp,Draba dubia Suter,Draba,dubia,Brassicaceae,I,,,
140800,sp,Draba fladnizensis Wulfen,Draba,fladnizensis,Brassicaceae,I,,,
140900,sp,Draba hoppeana Rchb.,Draba,hoppeana,Brassicaceae,I,,,
141000,sp,Draba incana L.,Draba,incana,Brassicaceae,I,,,
141100,sp,Draba ladina Braun-Blanq.,Draba,ladina,Brassicaceae,I,,,
141200,sp,Draba muralis L.,Draba,muralis,Brassicaceae,I,,,
141300,sp,Draba nemorosa L.,Draba,nemorosa,Brassicaceae,I,,,
141400,sp,Draba siliquosa M. Bieb.,Draba,siliquosa,Brassicaceae,I,,,
141550,sp,Draba thomasii W. D. J. Koch,Draba,thomasii,Brassicaceae,I,,,
141600,sp,Draba tomentosa Clairv.,Draba,tomentosa,Brassicaceae,I,,,
141700,sp,Dracocephalum austriacum L.,Dracocephalum,austriacum,Lamiaceae,I,,,
141800,sp,Dracocephalum ruyschiana L.,Dracocephalum,ruyschiana,Lamiaceae,I,,,
141900,sp,Dracunculus vulgaris Schott,Dracunculus,vulgaris,Araceae,N,,,
142000,sp,Drosera anglica Huds.,Drosera,anglica,Droseraceae,I,,,
142100,sp,Drosera intermedia Hayne,Drosera,intermedia,Droseraceae,I,,,
142300,sp,Drosera rotundifolia L.,Drosera,rotundifolia,Droseraceae,I,,,
142400,hybrid,Drosera ×obovata Mert. & W. D. J. Koch,Drosera,×obovata,Droseraceae,I,,,
142500,sp,Dryas octopetala L.,Dryas,octopetala,Rosaceae,I,,,
142600,sp,Dryopteris affinis (Lowe) Fraser-Jenk.,Dryopteris,affinis,Dryopteridaceae,I,,,
142650,subsp,Dryopteris affinis (Lowe) Fraser-Jenk. subsp. affinis,Dryopteris,affinis,Dryopteridaceae,I,,Dryopteris affinis (Lowe) Fraser-Jenk.,142600
142700,subsp,Dryopteris affinis subsp. borreri (Newman) Fraser-Jenk.,Dryopteris,affinis,Dryopteridaceae,I,,Dryopteris affinis (Lowe) Fraser-Jenk.,142600
142730,subsp,Dryopteris affinis subsp. cambrensis Fraser-Jenk.,Dryopteris,affinis,Dryopteridaceae,I,,Dryopteris affinis (Lowe) Fraser-Jenk.,142600
142760,subsp,Dryopteris affinis subsp. pseudodisjuncta (Fraser-Jenk.) Fraser-Jenk.,Dryopteris,affinis,Dryopteridaceae,I,,Dryopteris affinis (Lowe) Fraser-Jenk.,142600
143100,sp,Dryopteris carthusiana (Vill.) H. P. Fuchs,Dryopteris,carthusiana,Dryopteridaceae,I,,,
143200,sp,Dryopteris cristata (L.) A. Gray,Dryopteris,cristata,Dryopteridaceae,I,,,
143300,sp,Dryopteris dilatata (Hoffm.) A. Gray,Dryopteris,dilatata,Dryopteridaceae,I,,Dryopteris dilatata aggr.,143350
143350,aggr,Dryopteris dilatata aggr.,Dryopteris,dilatata,Dryopteridaceae,I,,,
143400,sp,Dryopteris expansa (C. Presl) Fraser-Jenk. & Jermy,Dryopteris,expansa,Dryopteridaceae,I,,Dryopteris dilatata aggr.,143350
143500,sp,Dryopteris filix-mas (L.) Schott,Dryopteris,filix-mas,Dryopteridaceae,I,,,
143700,sp,Dryopteris remota (Döll) Druce,Dryopteris,remota,Dryopteridaceae,I,,,
143900,sp,Dryopteris villarii (Bellardi) Schinz & Thell.,Dryopteris,villarii,Dryopteridaceae,I,,,
144000,sp,Duchesnea indica (Andrews) Focke,Duchesnea,indica,Rosaceae,N,,,
144030,sp,Ecballium elaterium (L.) A. Rich.,Ecballium,elaterium,Cucurbitaceae,N,,,
144050,sp,Echinochloa colonum (L.) Link,Echinochloa,colonum,Poaceae,N,,,
144100,sp,Echinochloa crus-galli (L.) P. Beauv.,Echinochloa,crus-galli,Poaceae,A,,,
144150,sp,Echinocystis lobata (Michx.) Torr. & A. Gray,Echinocystis,lobata,Cucurbitaceae,,x,,
144220,sp,Echinops bannaticus Schrad.,Echinops,bannaticus,Asteraceae,N,,,
144250,sp,Echinops exaltatus Schrad.,Echinops,exaltatus,Asteraceae,N,,,
144270,sp,Echinops ritro L.,Echinops,ritro,Asteraceae,,x,,
144300,sp,Echinops sphaerocephalus L.,Echinops,sphaerocephalus,Asteraceae,I,,,
144400,sp,Echium italicum L.,Echium,italicum,Boraginaceae,,x,,
144450,sp,Echium plantagineum L.,Echium,plantagineum,Boraginaceae,N,,,
144500,sp,Echium vulgare L.,Echium,vulgare,Boraginaceae,I,,,
144530,sp,Elaeagnus angustifolia L.,Elaeagnus,angustifolia,Elaeagnaceae,N,,,
144550,sp,Elaeagnus pungens Thunb.,Elaeagnus,pungens,Elaeagnaceae,N,,,
144600,sp,Elatine alsinastrum L.,Elatine,alsinastrum,Elatinaceae,A,,,
144700,sp,Elatine hexandra (Lapierre) DC.,Elatine,hexandra,Elatinaceae,I,,,
144800,sp,Elatine hydropiper L.,Elatine,hydropiper,Elatinaceae,I,,,
144900,sp,Elatine triandra Schkuhr,Elatine,triandra,Elatinaceae,,x,,
145000,sp,Eleocharis acicularis (L.) Roem. & Schult.,Eleocharis,acicularis,Cyperaceae,I,,,
145100,sp,Eleocharis atropurpurea (Retz.) C. Presl,Eleocharis,atropurpurea,Cyperaceae,I,,,
145200,sp,Eleocharis austriaca Hayek,Eleocharis,austriaca,Cyperaceae,I,,Eleocharis palustris aggr.,145705
145300,sp,Eleocharis carniolica W. D. J. Koch,Eleocharis,carniolica,Cyperaceae,,x,,
145400,sp,Eleocharis mamillata H. Lindb.,Eleocharis,mamillata,Cyperaceae,I,,Eleocharis palustris aggr.,145705
145550,sp,Eleocharis obtusa (Willd.) Schult.,Eleocharis,obtusa,Cyperaceae,N,,,
145600,sp,Eleocharis ovata (Roth) Roem. & Schult.,Eleocharis,ovata,Cyperaceae,I,,,
145700,sp,Eleocharis palustris (L.) Roem. & Schult.,Eleocharis,palustris,Cyperaceae,I,,Eleocharis palustris aggr.,145705
145705,aggr,Eleocharis palustris aggr.,Eleocharis,palustris,Cyperaceae,I,,,
145900,sp,Eleocharis quinqueflora (Hartmann) O. Schwarz,Eleocharis,quinqueflora,Cyperaceae,I,,,
146000,sp,Eleocharis uniglumis (Link) Schult.,Eleocharis,uniglumis,Cyperaceae,I,,Eleocharis palustris aggr.,145705
146100,sp,Eleusine indica (L.) Gaertn.,Eleusine,indica,Poaceae,N,,,
146150,sp,Eleusine tristachya (Lam.) Lam.,Eleusine,tristachya,Poaceae,,x,,
146200,sp,Elodea canadensis Michx.,Elodea,canadensis,Hydrocharitaceae,N,,,
146300,sp,Elodea densa (Planch.) Casp.,Elodea,densa,Hydrocharitaceae,N,,,
146400,sp,Elodea nuttallii (Planch.) H. St. John,Elodea,nuttallii,Hydrocharitaceae,N,,,
146450,sp,Elymus athericus (Link) Kerguélen,Elymus,athericus,Poaceae,I,,,
146460,sp,Elymus caninus (L.) L.,Elymus,caninus,Poaceae,I,,,
146530,sp,Elymus helveticus Schmid-Holl.,Elymus,helveticus,Poaceae,I,,,
146550,sp,Elymus hispidus (Opiz) Melderis,Elymus,hispidus,Poaceae,I,,,
146555,sp,Elymus obtusiflorus (DC.) Conert,Elymus,obtusiflorus,Poaceae,N,,,
146560,sp,Elymus repens (L.) Gould,Elymus,repens,Poaceae,I,,,
146600,sp,Elyna myosuroides (Vill.) Fritsch,Elyna,myosuroides,Cyperaceae,I,,,
146795,sp,Empetrum nigrum L.,Empetrum,nigrum,Ericaceae,I,,,
146800,subsp,Empetrum nigrum L. subsp. nigrum,Empetrum,nigrum,Ericaceae,I,,Empetrum nigrum L.,146795
146900,subsp,Empetrum nigrum subsp. hermaphroditum (Hagerup) Böcher,Empetrum,nigrum,Ericaceae,I,,Empetrum nigrum L.,146795
147000,sp,Ephedra helvetica C. A. Mey.,Ephedra,helvetica,Ephedraceae,I,,,
147300,sp,Epilobium alpestre (Jacq.) Krock.,Epilobium,alpestre,Onagraceae,I,,,
147500,sp,Epilobium alsinifolium Vill.,Epilobium,alsinifolium,Onagraceae,I,,,
147600,sp,Epilobium anagallidifolium Lam.,Epilobium,anagallidifolium,Onagraceae,I,,,
147700,sp,Epilobium angustifolium L.,Epilobium,angustifolium,Onagraceae,I,,,
147800,sp,Epilobium ciliatum Raf.,Epilobium,ciliatum,Onagraceae,N,,,
147900,sp,Epilobium collinum C. C. Gmel.,Epilobium,collinum,Onagraceae,I,,,
